source,feature_id,geom_type,category,vertex_count,size_bin,path_length,bbox_width,bbox_height,sinuosity,turn_mean_abs,turn_std_abs
organic_benchmarks,organic_benchmarks_35,Polygon,Organic,3210,Uncategorized,367002.37395146,108597.63239230,96005.59528643,2.53192287,12.73877590,14.54695737
organic_benchmarks,organic_benchmarks_36,MultiPolygon,Organic,2495,Uncategorized,358020.87001078,99705.66349330,53805.22521626,3.16001934,15.77592055,25.20157776
organic_benchmarks,organic_benchmarks_37,MultiPolygon,Organic,2497,Uncategorized,380462.45224729,82161.72613760,92428.03563915,3.07651110,16.32664703,18.96816822
organic_benchmarks,organic_benchmarks_38,Polygon,Organic,9611,Medium (5k-20k),1104152.02869181,284771.44496800,233262.17724725,2.99950494,12.23208595,16.24779086
organic_benchmarks,organic_benchmarks_39,Polygon,Organic,1929,Uncategorized,396617.83247211,120451.27265610,60327.84666294,2.94413928,8.31666040,15.95605827
organic_benchmarks,organic_benchmarks_40,Polygon,Organic,1928,Uncategorized,593053.43428488,182940.47829700,108260.91362245,2.78987006,4.72746558,12.08395189
organic_benchmarks,organic_benchmarks_41,Polygon,Organic,2334,Uncategorized,353612.52603786,93587.86518110,96542.91282072,2.62989110,5.60390516,13.32703520
organic_benchmarks,organic_benchmarks_42,MultiPolygon,Organic,4922,Uncategorized,475009.52735387,65242.46121580,71565.58235782,4.90503729,21.86184104,22.61260155
organic_benchmarks,organic_benchmarks_43,MultiPolygon,Organic,6367,Medium (5k-20k),770484.95050911,133790.90791490,179062.05286973,3.44698128,23.75302919,24.06065029
organic_benchmarks,organic_benchmarks_44,Polygon,Organic,3551,Uncategorized,433094.13809261,133204.03133620,124780.39087693,2.37286175,9.83896790,15.56341817
organic_benchmarks,organic_benchmarks_45,MultiPolygon,Organic,15528,Medium (5k-20k),405725.89962832,65146.29450600,100916.49446240,3.37774592,12.12419949,12.47986920
organic_benchmarks,organic_benchmarks_46,Polygon,Organic,7665,Medium (5k-20k),433694.90853334,142044.91271460,75021.15386295,2.69980859,9.35863703,9.49600412
organic_benchmarks,organic_benchmarks_47,Polygon,Organic,2033,Uncategorized,256330.36522676,78268.62748900,74974.25920887,2.36501772,8.28867710,22.63309690
organic_benchmarks,organic_benchmarks_48,Polygon,Organic,2432,Uncategorized,656233.83559588,155684.90532940,123921.26647700,3.29793771,16.61528127,24.84429205
organic_benchmarks,organic_benchmarks_49,Polygon,Organic,6526,Medium (5k-20k),456415.67478021,116600.40078520,109824.57734807,2.84942245,14.68705429,15.91843391
organic_benchmarks,organic_benchmarks_50,Polygon,Organic,3426,Uncategorized,314704.23872603,45118.94546150,84299.01369486,3.29140227,20.36851718,26.17836006
organic_benchmarks,organic_benchmarks_51,MultiPolygon,Organic,6627,Medium (5k-20k),523914.78806830,137051.86882090,100507.24248692,3.08265603,12.03807457,17.92297057
organic_benchmarks,organic_benchmarks_52,MultiPolygon,Organic,7094,Medium (5k-20k),447429.37110541,110704.47128970,82676.46065416,3.23825876,13.51716953,19.99570631
organic_benchmarks,organic_benchmarks_53,Polygon,Organic,8350,Medium (5k-20k),624407.32605495,191886.44452910,95468.14892992,2.91338673,11.65185543,12.60563544
organic_benchmarks,organic_benchmarks_54,Polygon,Organic,4986,Uncategorized,373547.12887084,117707.35493920,55656.33562651,181.71910728,10.33307435,10.77928025
organic_benchmarks,organic_benchmarks_55,Polygon,Organic,4931,Uncategorized,895800.73151035,253049.28508490,151212.88250716,3.03880850,11.17845112,16.51656132
organic_benchmarks,organic_benchmarks_56,Polygon,Organic,4280,Uncategorized,350287.59349738,59435.60445630,81824.96000056,3.46362765,9.99293580,14.39397201
organic_benchmarks,organic_benchmarks_57,Polygon,Organic,3158,Uncategorized,388258.76577141,94155.15518090,115578.97414969,2.60443282,8.28778411,15.49090978
organic_benchmarks,organic_benchmarks_58,LineString,Organic,292301,Large (>100k),59653920.41749339,1144182.78458490,1328747.81601718,118.25657451,12.66565205,17.92861531
