curve_id,category,source,size_bin,algorithm,compression_target,original_vertices,simplified_vertices,achieved_compression,max_perp_error,hausdorff,runtime_ms
OVERPASS_MEDIUM_01,Mechanical,overpass_tiles,medium,DP,0.9,14572,1457,0.9000137249519626,0.002860981125416704,0.006961138484472018,5535.240978992078
OVERPASS_MEDIUM_01,Mechanical,overpass_tiles,medium,VW,0.9,14572,1458,0.8999451001921493,0.0017849630136278387,0.007309302839527405,237.67360002966598
OVERPASS_MEDIUM_05,Mechanical,overpass_tiles,medium,DP,0.9,14996,1500,0.8999733262203254,0.002743381150546797,0.012502081465493647,5360.622980981134
OVERPASS_MEDIUM_05,Mechanical,overpass_tiles,medium,VW,0.9,14996,1500,0.8999733262203254,0.0020315670059255545,0.012502081465493647,229.63159898063168
Lake,Organic,California_Counties_68233851330457591.geojson,medium,DP,0.9,5178,518,0.8999613750482812,69.29273153812765,6743.611795934361,1616.8241939740255
Lake,Organic,California_Counties_68233851330457591.geojson,medium,VW,0.9,5178,518,0.8999613750482812,207.57859481007318,6743.611795934361,69.72039997344837
Napa,Organic,California_Counties_68233851330457591.geojson,medium,DP,0.9,15520,1552,0.9,332.308153113077,6233.389187898393,5406.241089978721
Napa,Organic,California_Counties_68233851330457591.geojson,medium,VW,0.9,15520,1552,0.9,276.4863692029599,6233.389187898393,286.68310097418725
